,Bus,Module,Date,Change
14,36,Module 3,09/18/2017 08:39:09,2
15,36,Module 3,09/18/2017 13:08:30,2
16,36,Module 3,09/18/2017 13:51:49,2
17,36,Module 3,09/19/2017 06:03:50,2
18,36,Module 4,03/13/2017 11:39:20,0
19,36,Module 4,08/01/2017 07:52:11,0
20,36,Module 4,09/18/2017 08:39:09,1
21,36,Module 4,09/18/2017 13:08:30,1
22,36,Module 4,09/18/2017 13:51:49,1
23,36,Module 4,09/19/2017 06:03:50,1
24,36,Module 5,03/13/2017 11:39:20,0
25,36,Module 5,08/01/2017 07:52:11,1
26,36,Module 5,09/18/2017 08:39:09,2
27,36,Module 5,09/18/2017 13:08:30,2
28,36,Module 5,09/18/2017 13:51:49,2
29,36,Module 5,09/19/2017 06:03:50,2
30,36,Module 6,03/13/2017 11:39:20,0
31,36,Module 6,08/01/2017 07:52:11,0
32,36,Module 6,09/18/2017 08:39:09,1
33,36,Module 6,09/18/2017 13:08:30,1
34,36,Module 6,09/18/2017 13:51:49,1
35,36,Module 6,09/19/2017 06:03:50,1
36,36,Module 7,03/13/2017 11:39:20,0
37,36,Module 7,08/01/2017 07:52:11,0
38,36,Module 7,09/18/2017 08:39:09,1
39,36,Module 7,09/18/2017 13:08:30,1
40,36,Module 7,09/18/2017 13:51:49,1
41,36,Module 7,09/19/2017 06:03:50,1
42,36,Module 8,03/13/2017 11:39:20,0
43,36,Module 8,08/01/2017 07:52:11,0
44,36,Module 8,09/18/2017 08:39:09,0
45,36,Module 8,09/18/2017 13:08:30,1
46,36,Module 8,09/18/2017 13:51:49,1
47,36,Module 8,09/19/2017 06:03:50,1
48,36,Module 9,03/13/2017 11:39:20,0
49,36,Module 9,08/01/2017 07:52:11,0
50,36,Module 9,09/18/2017 08:39:09,1
51,36,Module 9,09/18/2017 13:08:30,1
52,36,Module 9,09/18/2017 13:51:49,1
53,36,Module 9,09/19/2017 06:03:50,1
54,36,Module 10,03/13/2017 11:39:20,0
55,36,Module 10,08/01/2017 07:52:11,1
56,36,Module 10,09/18/2017 08:39:09,2
57,36,Module 10,09/18/2017 13:08:30,2
58,36,Module 10,09/18/2017 13:51:49,2
59,36,Module 10,09/19/2017 06:03:50,2
60,36,Module 11,03/13/2017 11:39:20,0
61,36,Module 11,08/01/2017 07:52:11,1
62,36,Module 11,09/18/2017 08:39:09,1
63,36,Module 11,09/18/2017 13:08:30,1
64,36,Module 11,09/18/2017 13:51:49,1
65,36,Module 11,09/19/2017 06:03:50,1
66,36,Module 12,03/13/2017 11:39:20,0
67,36,Module 12,08/01/2017 07:52:11,0
68,36,Module 12,09/18/2017 08:39:09,0
69,36,Module 12,09/18/2017 13:08:30,0
70,36,Module 12,09/18/2017 13:51:49,0
71,36,Module 12,09/19/2017 06:03:50,0
72,36,Module 13,03/13/2017 11:39:20,0
73,36,Module 13,08/01/2017 07:52:11,1
74,36,Module 13,09/18/2017 08:39:09,1
75,36,Module 13,09/18/2017 13:08:30,1
76,36,Module 13,09/18/2017 13:51:49,1
77,36,Module 13,09/19/2017 06:03:50,1
78,36,Module 14,03/13/2017 11:39:20,0
79,36,Module 14,08/01/2017 07:52:11,1
80,36,Module 14,09/18/2017 08:39:09,1
81,36,Module 14,09/18/2017 13:08:30,1
82,36,Module 14,09/18/2017 13:51:49,1
83,36,Module 14,09/19/2017 06:03:50,1
84,36,Module 15,03/13/2017 11:39:20,0
85,36,Module 15,08/01/2017 07:52:11,1
86,36,Module 15,09/18/2017 08:39:09,1
87,36,Module 15,09/18/2017 13:08:30,1
88,36,Module 15,09/18/2017 13:51:49,1
89,36,Module 15,09/19/2017 06:03:50,1
90,36,Module 16,03/13/2017 11:39:20,0
91,36,Module 16,08/01/2017 07:52:11,0
92,36,Module 16,09/18/2017 08:39:09,0
93,36,Module 16,09/18/2017 13:08:30,1
94,36,Module 16,09/18/2017 13:51:49,1
95,36,Module 16,09/19/2017 06:03:50,1
0,37,Module 1,05/18/2016 06:50:39,0
1,37,Module 1,02/13/2018 12:33:56,0
2,37,Module 1,05/08/2018 08:42:30,1
3,37,Module 1,05/08/2018 09:32:30,1
4,37,Module 1,10/17/2018 09:35:13,1
5,37,Module 2,05/18/2016 06:50:39,0
6,37,Module 2,02/13/2018 12:33:56,1
7,37,Module 2,05/08/2018 08:42:30,1
8,37,Module 2,05/08/2018 09:32:30,1
9,37,Module 2,10/17/2018 09:35:13,1
10,37,Module 3,05/18/2016 06:50:39,0
11,37,Module 3,02/13/2018 12:33:56,1
12,37,Module 3,05/08/2018 08:42:30,1
13,37,Module 3,05/08/2018 09:32:30,1
14,37,Module 3,10/17/2018 09:35:13,1
15,37,Module 4,05/18/2016 06:50:39,0
16,37,Module 4,02/13/2018 12:33:56,0
17,37,Module 4,05/08/2018 08:42:30,0
18,37,Module 4,05/08/2018 09:32:30,0
19,37,Module 4,10/17/2018 09:35:13,1
20,37,Module 5,05/18/2016 06:50:39,0
21,37,Module 5,02/13/2018 12:33:56,0
22,37,Module 5,05/08/2018 08:42:30,0
23,37,Module 5,05/08/2018 09:32:30,0
24,37,Module 5,10/17/2018 09:35:13,1
25,37,Module 6,05/18/2016 06:50:39,0
26,37,Module 6,02/13/2018 12:33:56,0
27,37,Module 6,05/08/2018 08:42:30,0
28,37,Module 6,05/08/2018 09:32:30,0
29,37,Module 6,10/17/2018 09:35:13,1
30,37,Module 7,05/18/2016 06:50:39,0
31,37,Module 7,02/13/2018 12:33:56,0
32,37,Module 7,05/08/2018 08:42:30,1
33,37,Module 7,05/08/2018 09:32:30,1
34,37,Module 7,10/17/2018 09:35:13,1
35,37,Module 8,05/18/2016 06:50:39,0
36,37,Module 8,02/13/2018 12:33:56,1
37,37,Module 8,05/08/2018 08:42:30,1
38,37,Module 8,05/08/2018 09:32:30,1
39,37,Module 8,10/17/2018 09:35:13,1
40,37,Module 9,05/18/2016 06:50:39,0
41,37,Module 9,02/13/2018 12:33:56,0
42,37,Module 9,05/08/2018 08:42:30,0
43,37,Module 9,05/08/2018 09:32:30,0
44,37,Module 9,10/17/2018 09:35:13,1
45,37,Module 10,05/18/2016 06:50:39,0
46,37,Module 10,02/13/2018 12:33:56,0
47,37,Module 10,05/08/2018 08:42:30,0
48,37,Module 10,05/08/2018 09:32:30,0
49,37,Module 10,10/17/2018 09:35:13,0
50,37,Module 11,05/18/2016 06:50:39,0
51,37,Module 11,02/13/2018 12:33:56,0
52,37,Module 11,05/08/2018 08:42:30,0
53,37,Module 11,05/08/2018 09:32:30,0
54,37,Module 11,10/17/2018 09:35:13,1
55,37,Module 12,05/18/2016 06:50:39,0
56,37,Module 12,02/13/2018 12:33:56,0
57,37,Module 12,05/08/2018 08:42:30,0
58,37,Module 12,05/08/2018 09:32:30,0
59,37,Module 12,10/17/2018 09:35:13,1
60,37,Module 13,05/18/2016 06:50:39,0
61,37,Module 13,02/13/2018 12:33:56,1
62,37,Module 13,05/08/2018 08:42:30,1
63,37,Module 13,05/08/2018 09:32:30,1
64,37,Module 13,10/17/2018 09:35:13,1
65,37,Module 14,05/18/2016 06:50:39,0
66,37,Module 14,02/13/2018 12:33:56,0
67,37,Module 14,05/08/2018 08:42:30,0
68,37,Module 14,05/08/2018 09:32:30,0
69,37,Module 14,10/17/2018 09:35:13,1
70,37,Module 15,05/18/2016 06:50:39,0
71,37,Module 15,02/13/2018 12:33:56,0
72,37,Module 15,05/08/2018 08:42:30,1
73,37,Module 15,05/08/2018 09:32:30,1
74,37,Module 15,10/17/2018 09:35:13,1
75,37,Module 16,05/18/2016 06:50:39,0
76,37,Module 16,02/13/2018 12:33:56,0
77,37,Module 16,05/08/2018 08:42:30,1
78,37,Module 16,05/08/2018 09:32:30,1
79,37,Module 16,10/17/2018 09:35:13,1
0,38,Module 1,04/23/2018 08:06:52,0
1,38,Module 1,01/18/2019 12:31:19,0
2,38,Module 1,01/21/2019 06:29:50,0
3,38,Module 1,01/21/2019 06:42:12,0
4,38,Module 1,01/21/2019 08:06:01,0
5,38,Module 2,04/23/2018 08:06:52,0
6,38,Module 2,01/18/2019 12:31:19,0
7,38,Module 2,01/21/2019 06:29:50,0
8,38,Module 2,01/21/2019 06:42:12,0
9,38,Module 2,01/21/2019 08:06:01,0
10,38,Module 3,04/23/2018 08:06:52,0
11,38,Module 3,01/18/2019 12:31:19,0
12,38,Module 3,01/21/2019 06:29:50,0
13,38,Module 3,01/21/2019 06:42:12,0
14,38,Module 3,01/21/2019 08:06:01,0
15,38,Module 4,04/23/2018 08:06:52,0
16,38,Module 4,01/18/2019 12:31:19,0
17,38,Module 4,01/21/2019 06:29:50,0
18,38,Module 4,01/21/2019 06:42:12,0
19,38,Module 4,01/21/2019 08:06:01,0
20,38,Module 5,04/23/2018 08:06:52,0
21,38,Module 5,01/18/2019 12:31:19,0
22,38,Module 5,01/21/2019 06:29:50,0
23,38,Module 5,01/21/2019 06:42:12,0
24,38,Module 5,01/21/2019 08:06:01,0
25,38,Module 6,04/23/2018 08:06:52,0
26,38,Module 6,01/18/2019 12:31:19,0
27,38,Module 6,01/21/2019 06:29:50,0
28,38,Module 6,01/21/2019 06:42:12,0
29,38,Module 6,01/21/2019 08:06:01,0
30,38,Module 7,04/23/2018 08:06:52,0
31,38,Module 7,01/18/2019 12:31:19,0
32,38,Module 7,01/21/2019 06:29:50,0
33,38,Module 7,01/21/2019 06:42:12,0
34,38,Module 7,01/21/2019 08:06:01,0
35,38,Module 8,04/23/2018 08:06:52,0
36,38,Module 8,01/18/2019 12:31:19,0
37,38,Module 8,01/21/2019 06:29:50,0
38,38,Module 8,01/21/2019 06:42:12,0
39,38,Module 8,01/21/2019 08:06:01,0
40,38,Module 9,04/23/2018 08:06:52,0
41,38,Module 9,01/18/2019 12:31:19,0
42,38,Module 9,01/21/2019 06:29:50,0
43,38,Module 9,01/21/2019 06:42:12,0
44,38,Module 9,01/21/2019 08:06:01,0
45,38,Module 10,04/23/2018 08:06:52,0
46,38,Module 10,01/18/2019 12:31:19,0
47,38,Module 10,01/21/2019 06:29:50,0
48,38,Module 10,01/21/2019 06:42:12,0
49,38,Module 10,01/21/2019 08:06:01,0
50,38,Module 11,04/23/2018 08:06:52,0
51,38,Module 11,01/18/2019 12:31:19,0
52,38,Module 11,01/21/2019 06:29:50,0
53,38,Module 11,01/21/2019 06:42:12,0
54,38,Module 11,01/21/2019 08:06:01,1
55,38,Module 12,04/23/2018 08:06:52,0
56,38,Module 12,01/18/2019 12:31:19,0
57,38,Module 12,01/21/2019 06:29:50,0
58,38,Module 12,01/21/2019 06:42:12,0
59,38,Module 12,01/21/2019 08:06:01,0
60,38,Module 13,04/23/2018 08:06:52,0
61,38,Module 13,01/18/2019 12:31:19,1
62,38,Module 13,01/21/2019 06:29:50,1
63,38,Module 13,01/21/2019 06:42:12,1
64,38,Module 13,01/21/2019 08:06:01,1
65,38,Module 14,04/23/2018 08:06:52,0
66,38,Module 14,01/18/2019 12:31:19,0
67,38,Module 14,01/21/2019 06:29:50,0
68,38,Module 14,01/21/2019 06:42:12,0
69,38,Module 14,01/21/2019 08:06:01,0
70,38,Module 15,04/23/2018 08:06:52,0
71,38,Module 15,01/18/2019 12:31:19,0
72,38,Module 15,01/21/2019 06:29:50,0
73,38,Module 15,01/21/2019 06:42:12,0
74,38,Module 15,01/21/2019 08:06:01,0
75,38,Module 16,04/23/2018 08:06:52,0
76,38,Module 16,01/18/2019 12:31:19,0
77,38,Module 16,01/21/2019 06:29:50,0
78,38,Module 16,01/21/2019 06:42:12,0
79,38,Module 16,01/21/2019 08:06:01,0
0,39,Module 1,12/23/2015 08:03:23,0
1,39,Module 1,09/11/2016 07:39:57,1
2,39,Module 1,11/30/2016 10:07:42,1
3,39,Module 1,03/02/2017 08:20:25,1
4,39,Module 1,06/02/2017 12:21:49,1
5,39,Module 1,06/02/2017 12:21:49,1
6,39,Module 1,03/05/2018 10:33:15,1
7,39,Module 2,12/23/2015 08:03:23,0
8,39,Module 2,09/11/2016 07:39:57,0
9,39,Module 2,11/30/2016 10:07:42,0
10,39,Module 2,03/02/2017 08:20:25,0
11,39,Module 2,06/02/2017 12:21:49,0
12,39,Module 2,06/02/2017 12:21:49,0
13,39,Module 2,03/05/2018 10:33:15,1
14,39,Module 3,12/23/2015 08:03:23,0
15,39,Module 3,09/11/2016 07:39:57,0
16,39,Module 3,11/30/2016 10:07:42,1
17,39,Module 3,03/02/2017 08:20:25,1
18,39,Module 3,06/02/2017 12:21:49,1
19,39,Module 3,06/02/2017 12:21:49,1
20,39,Module 3,03/05/2018 10:33:15,1
21,39,Module 4,12/23/2015 08:03:23,0
22,39,Module 4,09/11/2016 07:39:57,0
23,39,Module 4,11/30/2016 10:07:42,0
24,39,Module 4,03/02/2017 08:20:25,1
25,39,Module 4,06/02/2017 12:21:49,1
26,39,Module 4,06/02/2017 12:21:49,1
27,39,Module 4,03/05/2018 10:33:15,1
28,39,Module 5,12/23/2015 08:03:23,0
29,39,Module 5,09/11/2016 07:39:57,0
30,39,Module 5,11/30/2016 10:07:42,0
31,39,Module 5,03/02/2017 08:20:25,0
32,39,Module 5,06/02/2017 12:21:49,1
33,39,Module 5,06/02/2017 12:21:49,1
34,39,Module 5,03/05/2018 10:33:15,1
35,39,Module 6,12/23/2015 08:03:23,0
36,39,Module 6,09/11/2016 07:39:57,0
37,39,Module 6,11/30/2016 10:07:42,0
38,39,Module 6,03/02/2017 08:20:25,0
39,39,Module 6,06/02/2017 12:21:49,1
40,39,Module 6,06/02/2017 12:21:49,1
41,39,Module 6,03/05/2018 10:33:15,1
42,39,Module 7,12/23/2015 08:03:23,0
43,39,Module 7,09/11/2016 07:39:57,0
44,39,Module 7,11/30/2016 10:07:42,1
45,39,Module 7,03/02/2017 08:20:25,1
46,39,Module 7,06/02/2017 12:21:49,1
47,39,Module 7,06/02/2017 12:21:49,1
48,39,Module 7,03/05/2018 10:33:15,1
49,39,Module 8,12/23/2015 08:03:23,0
50,39,Module 8,09/11/2016 07:39:57,0
51,39,Module 8,11/30/2016 10:07:42,0
52,39,Module 8,03/02/2017 08:20:25,1
53,39,Module 8,06/02/2017 12:21:49,1
54,39,Module 8,06/02/2017 12:21:49,1
55,39,Module 8,03/05/2018 10:33:15,1
56,39,Module 9,12/23/2015 08:03:23,0
57,39,Module 9,09/11/2016 07:39:57,0
58,39,Module 9,11/30/2016 10:07:42,0
59,39,Module 9,03/02/2017 08:20:25,0
60,39,Module 9,06/02/2017 12:21:49,0
61,39,Module 9,06/02/2017 12:21:49,0
62,39,Module 9,03/05/2018 10:33:15,1
63,39,Module 10,12/23/2015 08:03:23,0
64,39,Module 10,09/11/2016 07:39:57,0
65,39,Module 10,11/30/2016 10:07:42,0
66,39,Module 10,03/02/2017 08:20:25,0
67,39,Module 10,06/02/2017 12:21:49,0
68,39,Module 10,06/02/2017 12:21:49,0
69,39,Module 10,03/05/2018 10:33:15,1
70,39,Module 11,12/23/2015 08:03:23,0
71,39,Module 11,09/11/2016 07:39:57,0
72,39,Module 11,11/30/2016 10:07:42,0
73,39,Module 11,03/02/2017 08:20:25,0
74,39,Module 11,06/02/2017 12:21:49,0
75,39,Module 11,06/02/2017 12:21:49,0
76,39,Module 11,03/05/2018 10:33:15,1
77,39,Module 12,12/23/2015 08:03:23,0
78,39,Module 12,09/11/2016 07:39:57,0
79,39,Module 12,11/30/2016 10:07:42,0
80,39,Module 12,03/02/2017 08:20:25,0
81,39,Module 12,06/02/2017 12:21:49,0
82,39,Module 12,06/02/2017 12:21:49,0
83,39,Module 12,03/05/2018 10:33:15,0
84,39,Module 13,12/23/2015 08:03:23,0
85,39,Module 13,09/11/2016 07:39:57,0
86,39,Module 13,11/30/2016 10:07:42,1
87,39,Module 13,03/02/2017 08:20:25,1
88,39,Module 13,06/02/2017 12:21:49,1
89,39,Module 13,06/02/2017 12:21:49,1
90,39,Module 13,03/05/2018 10:33:15,1
91,39,Module 14,12/23/2015 08:03:23,0
92,39,Module 14,09/11/2016 07:39:57,0
93,39,Module 14,11/30/2016 10:07:42,0
94,39,Module 14,03/02/2017 08:20:25,0
95,39,Module 14,06/02/2017 12:21:49,0
96,39,Module 14,06/02/2017 12:21:49,0
97,39,Module 14,03/05/2018 10:33:15,1
98,39,Module 15,12/23/2015 08:03:23,0
99,39,Module 15,09/11/2016 07:39:57,0
100,39,Module 15,11/30/2016 10:07:42,0
101,39,Module 15,03/02/2017 08:20:25,0
102,39,Module 15,06/02/2017 12:21:49,1
103,39,Module 15,06/02/2017 12:21:49,1
104,39,Module 15,03/05/2018 10:33:15,1
105,39,Module 16,12/23/2015 08:03:23,0
106,39,Module 16,09/11/2016 07:39:57,0
107,39,Module 16,11/30/2016 10:07:42,0
108,39,Module 16,03/02/2017 08:20:25,0
109,39,Module 16,06/02/2017 12:21:49,1
110,39,Module 16,06/02/2017 12:21:49,1
111,39,Module 16,03/05/2018 10:33:15,1
0,4,Module 1,09/29/2016 14:01:28,0
1,4,Module 1,12/09/2016 11:48:50,0
2,4,Module 1,02/10/2017 13:32:40,1
3,4,Module 1,10/22/2018 06:33:05,1
4,4,Module 2,09/29/2016 14:01:28,0
5,4,Module 2,12/09/2016 11:48:50,0
6,4,Module 2,02/10/2017 13:32:40,0
7,4,Module 2,10/22/2018 06:33:05,0
8,4,Module 3,09/29/2016 14:01:28,0
9,4,Module 3,12/09/2016 11:48:50,1
10,4,Module 3,02/10/2017 13:32:40,1
11,4,Module 3,10/22/2018 06:33:05,1
12,4,Module 4,09/29/2016 14:01:28,0
13,4,Module 4,12/09/2016 11:48:50,0
14,4,Module 4,02/10/2017 13:32:40,0
15,4,Module 4,10/22/2018 06:33:05,1
16,4,Module 5,09/29/2016 14:01:28,0
17,4,Module 5,12/09/2016 11:48:50,0
18,4,Module 5,02/10/2017 13:32:40,0
19,4,Module 5,10/22/2018 06:33:05,1
20,4,Module 6,09/29/2016 14:01:28,0
21,4,Module 6,12/09/2016 11:48:50,1
22,4,Module 6,02/10/2017 13:32:40,1
23,4,Module 6,10/22/2018 06:33:05,1
24,4,Module 7,09/29/2016 14:01:28,0
25,4,Module 7,12/09/2016 11:48:50,0
26,4,Module 7,02/10/2017 13:32:40,1
27,4,Module 7,10/22/2018 06:33:05,1
28,4,Module 8,09/29/2016 14:01:28,0
29,4,Module 8,12/09/2016 11:48:50,0
30,4,Module 8,02/10/2017 13:32:40,0
31,4,Module 8,10/22/2018 06:33:05,0
32,4,Module 9,09/29/2016 14:01:28,0
33,4,Module 9,12/09/2016 11:48:50,0
34,4,Module 9,02/10/2017 13:32:40,0
35,4,Module 9,10/22/2018 06:33:05,0
36,4,Module 10,09/29/2016 14:01:28,0
37,4,Module 10,12/09/2016 11:48:50,0
38,4,Module 10,02/10/2017 13:32:40,0
39,4,Module 10,10/22/2018 06:33:05,0
40,4,Module 11,09/29/2016 14:01:28,0
41,4,Module 11,12/09/2016 11:48:50,1
42,4,Module 11,02/10/2017 13:32:40,1
43,4,Module 11,10/22/2018 06:33:05,1
44,4,Module 12,09/29/2016 14:01:28,0
45,4,Module 12,12/09/2016 11:48:50,0
46,4,Module 12,02/10/2017 13:32:40,0
47,4,Module 12,10/22/2018 06:33:05,1
48,4,Module 13,09/29/2016 14:01:28,0
49,4,Module 13,12/09/2016 11:48:50,0
50,4,Module 13,02/10/2017 13:32:40,0
51,4,Module 13,10/22/2018 06:33:05,1
52,4,Module 14,09/29/2016 14:01:28,0
53,4,Module 14,12/09/2016 11:48:50,0
54,4,Module 14,02/10/2017 13:32:40,0
55,4,Module 14,10/22/2018 06:33:05,1
56,4,Module 15,09/29/2016 14:01:28,0
57,4,Module 15,12/09/2016 11:48:50,0
58,4,Module 15,02/10/2017 13:32:40,0
59,4,Module 15,10/22/2018 06:33:05,0
60,4,Module 16,09/29/2016 14:01:28,0
61,4,Module 16,12/09/2016 11:48:50,0
62,4,Module 16,02/10/2017 13:32:40,0
63,4,Module 16,10/22/2018 06:33:05,0
0,40,Module 1,11/13/2017 13:37:07,0
1,40,Module 1,06/18/2018 10:16:47,0
2,40,Module 1,06/18/2018 12:11:07,0
3,40,Module 1,06/18/2018 12:16:34,0
4,40,Module 1,06/18/2018 12:56:59,0
5,40,Module 1,06/18/2018 13:34:55,0
6,40,Module 1,06/18/2018 14:05:11,0
7,40,Module 1,06/18/2018 14:12:44,0
8,40,Module 2,11/13/2017 13:37:07,0
9,40,Module 2,06/18/2018 10:16:47,0
10,40,Module 2,06/18/2018 12:11:07,0
11,40,Module 2,06/18/2018 12:16:34,0
12,40,Module 2,06/18/2018 12:56:59,0
13,40,Module 2,06/18/2018 13:34:55,0
14,40,Module 2,06/18/2018 14:05:11,0
15,40,Module 2,06/18/2018 14:12:44,0
16,40,Module 3,11/13/2017 13:37:07,0
17,40,Module 3,06/18/2018 10:16:47,0
18,40,Module 3,06/18/2018 12:11:07,1
19,40,Module 3,06/18/2018 12:16:34,1
20,40,Module 3,06/18/2018 12:56:59,1
21,40,Module 3,06/18/2018 13:34:55,1
22,40,Module 3,06/18/2018 14:05:11,1
23,40,Module 3,06/18/2018 14:12:44,1
24,40,Module 4,11/13/2017 13:37:07,0
25,40,Module 4,06/18/2018 10:16:47,0
26,40,Module 4,06/18/2018 12:11:07,1
27,40,Module 4,06/18/2018 12:16:34,1
28,40,Module 4,06/18/2018 12:56:59,1
29,40,Module 4,06/18/2018 13:34:55,1
30,40,Module 4,06/18/2018 14:05:11,1
31,40,Module 4,06/18/2018 14:12:44,1
32,40,Module 5,11/13/2017 13:37:07,0
33,40,Module 5,06/18/2018 10:16:47,1
34,40,Module 5,06/18/2018 12:11:07,1
35,40,Module 5,06/18/2018 12:16:34,1
36,40,Module 5,06/18/2018 12:56:59,1
37,40,Module 5,06/18/2018 13:34:55,1
38,40,Module 5,06/18/2018 14:05:11,1
39,40,Module 5,06/18/2018 14:12:44,1
40,40,Module 6,11/13/2017 13:37:07,0
41,40,Module 6,06/18/2018 10:16:47,0
42,40,Module 6,06/18/2018 12:11:07,0
43,40,Module 6,06/18/2018 12:16:34,0
44,40,Module 6,06/18/2018 12:56:59,0
45,40,Module 6,06/18/2018 13:34:55,0
46,40,Module 6,06/18/2018 14:05:11,0
47,40,Module 6,06/18/2018 14:12:44,0
48,40,Module 7,11/13/2017 13:37:07,0
49,40,Module 7,06/18/2018 10:16:47,0
50,40,Module 7,06/18/2018 12:11:07,0
51,40,Module 7,06/18/2018 12:16:34,0
52,40,Module 7,06/18/2018 12:56:59,0
53,40,Module 7,06/18/2018 13:34:55,0
54,40,Module 7,06/18/2018 14:05:11,0
55,40,Module 7,06/18/2018 14:12:44,0
56,40,Module 8,11/13/2017 13:37:07,0
57,40,Module 8,06/18/2018 10:16:47,0
58,40,Module 8,06/18/2018 12:11:07,0
59,40,Module 8,06/18/2018 12:16:34,0
60,40,Module 8,06/18/2018 12:56:59,0
61,40,Module 8,06/18/2018 13:34:55,0
62,40,Module 8,06/18/2018 14:05:11,0
63,40,Module 8,06/18/2018 14:12:44,0
64,40,Module 9,11/13/2017 13:37:07,0
65,40,Module 9,06/18/2018 10:16:47,0
66,40,Module 9,06/18/2018 12:11:07,0
67,40,Module 9,06/18/2018 12:16:34,0
68,40,Module 9,06/18/2018 12:56:59,0
69,40,Module 9,06/18/2018 13:34:55,0
70,40,Module 9,06/18/2018 14:05:11,0
71,40,Module 9,06/18/2018 14:12:44,0
72,40,Module 10,11/13/2017 13:37:07,0
73,40,Module 10,06/18/2018 10:16:47,1
74,40,Module 10,06/18/2018 12:11:07,1
75,40,Module 10,06/18/2018 12:16:34,1
76,40,Module 10,06/18/2018 12:56:59,2
77,40,Module 10,06/18/2018 13:34:55,2
78,40,Module 10,06/18/2018 14:05:11,2
79,40,Module 10,06/18/2018 14:12:44,2
80,40,Module 11,11/13/2017 13:37:07,0
81,40,Module 11,06/18/2018 10:16:47,0
82,40,Module 11,06/18/2018 12:11:07,1
83,40,Module 11,06/18/2018 12:16:34,1
84,40,Module 11,06/18/2018 12:56:59,1
85,40,Module 11,06/18/2018 13:34:55,1
86,40,Module 11,06/18/2018 14:05:11,1
87,40,Module 11,06/18/2018 14:12:44,1
88,40,Module 12,11/13/2017 13:37:07,0
89,40,Module 12,06/18/2018 10:16:47,1
90,40,Module 12,06/18/2018 12:11:07,1
91,40,Module 12,06/18/2018 12:16:34,1
92,40,Module 12,06/18/2018 12:56:59,1
93,40,Module 12,06/18/2018 13:34:55,1
94,40,Module 12,06/18/2018 14:05:11,1
95,40,Module 12,06/18/2018 14:12:44,1
96,40,Module 13,11/13/2017 13:37:07,0
97,40,Module 13,06/18/2018 10:16:47,0
98,40,Module 13,06/18/2018 12:11:07,0
99,40,Module 13,06/18/2018 12:16:34,0
100,40,Module 13,06/18/2018 12:56:59,0
101,40,Module 13,06/18/2018 13:34:55,0
102,40,Module 13,06/18/2018 14:05:11,0
103,40,Module 13,06/18/2018 14:12:44,0
104,40,Module 14,11/13/2017 13:37:07,0
105,40,Module 14,06/18/2018 10:16:47,1
106,40,Module 14,06/18/2018 12:11:07,1
107,40,Module 14,06/18/2018 12:16:34,1
108,40,Module 14,06/18/2018 12:56:59,1
109,40,Module 14,06/18/2018 13:34:55,1
110,40,Module 14,06/18/2018 14:05:11,1
111,40,Module 14,06/18/2018 14:12:44,1
112,40,Module 15,11/13/2017 13:37:07,0
113,40,Module 15,06/18/2018 10:16:47,1
114,40,Module 15,06/18/2018 12:11:07,1
115,40,Module 15,06/18/2018 12:16:34,1
116,40,Module 15,06/18/2018 12:56:59,1
117,40,Module 15,06/18/2018 13:34:55,1
118,40,Module 15,06/18/2018 14:05:11,1
119,40,Module 15,06/18/2018 14:12:44,1
120,40,Module 16,11/13/2017 13:37:07,0
121,40,Module 16,06/18/2018 10:16:47,0
122,40,Module 16,06/18/2018 12:11:07,1
123,40,Module 16,06/18/2018 12:16:34,1
124,40,Module 16,06/18/2018 12:56:59,1
125,40,Module 16,06/18/2018 13:34:55,1
126,40,Module 16,06/18/2018 14:05:11,1
127,40,Module 16,06/18/2018 14:12:44,1
0,41,Module 1,10/13/2016 08:42:14,0
1,41,Module 1,11/03/2016 10:50:47,0
2,41,Module 1,10/24/2017 09:44:53,0
3,41,Module 2,10/13/2016 08:42:14,0
4,41,Module 2,11/03/2016 10:50:47,1
5,41,Module 2,10/24/2017 09:44:53,1
6,41,Module 3,10/13/2016 08:42:14,0
7,41,Module 3,11/03/2016 10:50:47,0
8,41,Module 3,10/24/2017 09:44:53,0
9,41,Module 4,10/13/2016 08:42:14,0
10,41,Module 4,11/03/2016 10:50:47,1
11,41,Module 4,10/24/2017 09:44:53,1
12,41,Module 5,10/13/2016 08:42:14,0
13,41,Module 5,11/03/2016 10:50:47,0
14,41,Module 5,10/24/2017 09:44:53,1
15,41,Module 6,10/13/2016 08:42:14,0
16,41,Module 6,11/03/2016 10:50:47,1
17,41,Module 6,10/24/2017 09:44:53,1
18,41,Module 7,10/13/2016 08:42:14,0
19,41,Module 7,11/03/2016 10:50:47,1
20,41,Module 7,10/24/2017 09:44:53,1
21,41,Module 8,10/13/2016 08:42:14,0
22,41,Module 8,11/03/2016 10:50:47,1
23,41,Module 8,10/24/2017 09:44:53,1
24,41,Module 9,10/13/2016 08:42:14,0
25,41,Module 9,11/03/2016 10:50:47,0
26,41,Module 9,10/24/2017 09:44:53,0
27,41,Module 10,10/13/2016 08:42:14,0
28,41,Module 10,11/03/2016 10:50:47,1
29,41,Module 10,10/24/2017 09:44:53,1
30,41,Module 11,10/13/2016 08:42:14,0
31,41,Module 11,11/03/2016 10:50:47,0
32,41,Module 11,10/24/2017 09:44:53,1
33,41,Module 12,10/13/2016 08:42:14,0
34,41,Module 12,11/03/2016 10:50:47,1
35,41,Module 12,10/24/2017 09:44:53,1
