,Bus,Module,Date,Change
0,1,Module 1,09/26/2016 06:07:22,0
1,1,Module 1,11/14/2016 09:56:09,0
2,1,Module 1,02/03/2017 06:25:25,0
3,1,Module 1,04/11/2017 09:29:47,0
4,1,Module 1,09/19/2017 11:39:26,0
5,1,Module 1,01/18/2018 08:09:23,0
6,1,Module 2,09/26/2016 06:07:22,0
7,1,Module 2,11/14/2016 09:56:09,1
8,1,Module 2,02/03/2017 06:25:25,1
9,1,Module 2,04/11/2017 09:29:47,2
10,1,Module 2,09/19/2017 11:39:26,2
11,1,Module 2,01/18/2018 08:09:23,2
12,1,Module 3,09/26/2016 06:07:22,0
13,1,Module 3,11/14/2016 09:56:09,0
14,1,Module 3,02/03/2017 06:25:25,1
15,1,Module 3,04/11/2017 09:29:47,1
16,1,Module 3,09/19/2017 11:39:26,1
17,1,Module 3,01/18/2018 08:09:23,1
18,1,Module 4,09/26/2016 06:07:22,0
19,1,Module 4,11/14/2016 09:56:09,1
20,1,Module 4,02/03/2017 06:25:25,1
21,1,Module 4,04/11/2017 09:29:47,1
22,1,Module 4,09/19/2017 11:39:26,1
23,1,Module 4,01/18/2018 08:09:23,1
24,1,Module 5,09/26/2016 06:07:22,0
25,1,Module 5,11/14/2016 09:56:09,0
26,1,Module 5,02/03/2017 06:25:25,0
27,1,Module 5,04/11/2017 09:29:47,0
28,1,Module 5,09/19/2017 11:39:26,0
29,1,Module 5,01/18/2018 08:09:23,1
30,1,Module 6,09/26/2016 06:07:22,0
31,1,Module 6,11/14/2016 09:56:09,0
32,1,Module 6,02/03/2017 06:25:25,0
33,1,Module 6,04/11/2017 09:29:47,0
34,1,Module 6,09/19/2017 11:39:26,0
35,1,Module 6,01/18/2018 08:09:23,1
36,1,Module 7,09/26/2016 06:07:22,0
37,1,Module 7,11/14/2016 09:56:09,0
38,1,Module 7,02/03/2017 06:25:25,0
39,1,Module 7,04/11/2017 09:29:47,1
40,1,Module 7,09/19/2017 11:39:26,1
41,1,Module 7,01/18/2018 08:09:23,1
42,1,Module 8,09/26/2016 06:07:22,0
43,1,Module 8,11/14/2016 09:56:09,0
44,1,Module 8,02/03/2017 06:25:25,0
45,1,Module 8,04/11/2017 09:29:47,0
46,1,Module 8,09/19/2017 11:39:26,1
47,1,Module 8,01/18/2018 08:09:23,1
48,1,Module 9,09/26/2016 06:07:22,0
49,1,Module 9,11/14/2016 09:56:09,0
50,1,Module 9,02/03/2017 06:25:25,1
51,1,Module 9,04/11/2017 09:29:47,1
52,1,Module 9,09/19/2017 11:39:26,1
53,1,Module 9,01/18/2018 08:09:23,1
54,1,Module 10,09/26/2016 06:07:22,0
55,1,Module 10,11/14/2016 09:56:09,0
56,1,Module 10,02/03/2017 06:25:25,0
57,1,Module 10,04/11/2017 09:29:47,0
58,1,Module 10,09/19/2017 11:39:26,0
59,1,Module 10,01/18/2018 08:09:23,1
60,1,Module 11,09/26/2016 06:07:22,0
61,1,Module 11,11/14/2016 09:56:09,0
62,1,Module 11,02/03/2017 06:25:25,0
63,1,Module 11,04/11/2017 09:29:47,1
64,1,Module 11,09/19/2017 11:39:26,1
65,1,Module 11,01/18/2018 08:09:23,1
66,1,Module 12,09/26/2016 06:07:22,0
67,1,Module 12,11/14/2016 09:56:09,0
68,1,Module 12,02/03/2017 06:25:25,0
69,1,Module 12,04/11/2017 09:29:47,0
70,1,Module 12,09/19/2017 11:39:26,0
71,1,Module 12,01/18/2018 08:09:23,1
72,1,Module 13,09/26/2016 06:07:22,0
73,1,Module 13,11/14/2016 09:56:09,0
74,1,Module 13,02/03/2017 06:25:25,0
75,1,Module 13,04/11/2017 09:29:47,0
76,1,Module 13,09/19/2017 11:39:26,1
77,1,Module 13,01/18/2018 08:09:23,1
78,1,Module 14,09/26/2016 06:07:22,0
79,1,Module 14,11/14/2016 09:56:09,0
80,1,Module 14,02/03/2017 06:25:25,0
81,1,Module 14,04/11/2017 09:29:47,0
82,1,Module 14,09/19/2017 11:39:26,0
83,1,Module 14,01/18/2018 08:09:23,1
84,1,Module 15,09/26/2016 06:07:22,0
85,1,Module 15,11/14/2016 09:56:09,0
86,1,Module 15,02/03/2017 06:25:25,0
87,1,Module 15,04/11/2017 09:29:47,0
88,1,Module 15,09/19/2017 11:39:26,1
89,1,Module 15,01/18/2018 08:09:23,1
90,1,Module 16,09/26/2016 06:07:22,0
91,1,Module 16,11/14/2016 09:56:09,0
92,1,Module 16,02/03/2017 06:25:25,0
93,1,Module 16,04/11/2017 09:29:47,0
94,1,Module 16,09/19/2017 11:39:26,0
95,1,Module 16,01/18/2018 08:09:23,1
0,10,Module 1,10/11/2016 07:29:22,0
1,10,Module 1,03/24/2017 05:48:20,0
2,10,Module 1,07/06/2017 07:59:32,0
3,10,Module 1,10/07/2017 06:51:55,0
4,10,Module 1,04/23/2018 06:24:41,0
5,10,Module 2,10/11/2016 07:29:22,0
6,10,Module 2,03/24/2017 05:48:20,0
7,10,Module 2,07/06/2017 07:59:32,1
8,10,Module 2,10/07/2017 06:51:55,1
9,10,Module 2,04/23/2018 06:24:41,1
10,10,Module 3,10/11/2016 07:29:22,0
11,10,Module 3,03/24/2017 05:48:20,1
12,10,Module 3,07/06/2017 07:59:32,1
13,10,Module 3,10/07/2017 06:51:55,1
14,10,Module 3,04/23/2018 06:24:41,1
15,10,Module 4,10/11/2016 07:29:22,0
16,10,Module 4,03/24/2017 05:48:20,0
17,10,Module 4,07/06/2017 07:59:32,1
18,10,Module 4,10/07/2017 06:51:55,1
19,10,Module 4,04/23/2018 06:24:41,1
20,10,Module 5,10/11/2016 07:29:22,0
21,10,Module 5,03/24/2017 05:48:20,0
22,10,Module 5,07/06/2017 07:59:32,1
23,10,Module 5,10/07/2017 06:51:55,1
24,10,Module 5,04/23/2018 06:24:41,1
25,10,Module 6,10/11/2016 07:29:22,0
26,10,Module 6,03/24/2017 05:48:20,0
27,10,Module 6,07/06/2017 07:59:32,1
28,10,Module 6,10/07/2017 06:51:55,1
29,10,Module 6,04/23/2018 06:24:41,1
30,10,Module 7,10/11/2016 07:29:22,0
31,10,Module 7,03/24/2017 05:48:20,0
32,10,Module 7,07/06/2017 07:59:32,1
33,10,Module 7,10/07/2017 06:51:55,1
34,10,Module 7,04/23/2018 06:24:41,1
35,10,Module 8,10/11/2016 07:29:22,0
36,10,Module 8,03/24/2017 05:48:20,0
37,10,Module 8,07/06/2017 07:59:32,1
38,10,Module 8,10/07/2017 06:51:55,1
39,10,Module 8,04/23/2018 06:24:41,1
40,10,Module 9,10/11/2016 07:29:22,0
41,10,Module 9,03/24/2017 05:48:20,0
42,10,Module 9,07/06/2017 07:59:32,0
43,10,Module 9,10/07/2017 06:51:55,1
44,10,Module 9,04/23/2018 06:24:41,1
45,10,Module 10,10/11/2016 07:29:22,0
46,10,Module 10,03/24/2017 05:48:20,1
47,10,Module 10,07/06/2017 07:59:32,1
48,10,Module 10,10/07/2017 06:51:55,1
49,10,Module 10,04/23/2018 06:24:41,1
50,10,Module 11,10/11/2016 07:29:22,0
51,10,Module 11,03/24/2017 05:48:20,0
52,10,Module 11,07/06/2017 07:59:32,1
53,10,Module 11,10/07/2017 06:51:55,1
54,10,Module 11,04/23/2018 06:24:41,1
55,10,Module 12,10/11/2016 07:29:22,0
56,10,Module 12,03/24/2017 05:48:20,1
57,10,Module 12,07/06/2017 07:59:32,1
58,10,Module 12,10/07/2017 06:51:55,1
59,10,Module 12,04/23/2018 06:24:41,1
60,10,Module 13,10/11/2016 07:29:22,0
61,10,Module 13,03/24/2017 05:48:20,0
62,10,Module 13,07/06/2017 07:59:32,0
63,10,Module 13,10/07/2017 06:51:55,0
64,10,Module 13,04/23/2018 06:24:41,1
65,10,Module 14,10/11/2016 07:29:22,0
66,10,Module 14,03/24/2017 05:48:20,0
67,10,Module 14,07/06/2017 07:59:32,1
68,10,Module 14,10/07/2017 06:51:55,1
69,10,Module 14,04/23/2018 06:24:41,1
70,10,Module 15,10/11/2016 07:29:22,0
71,10,Module 15,03/24/2017 05:48:20,0
72,10,Module 15,07/06/2017 07:59:32,1
73,10,Module 15,10/07/2017 06:51:55,1
74,10,Module 15,04/23/2018 06:24:41,1
75,10,Module 16,10/11/2016 07:29:22,0
76,10,Module 16,03/24/2017 05:48:20,0
77,10,Module 16,07/06/2017 07:59:32,1
78,10,Module 16,10/07/2017 06:51:55,1
79,10,Module 16,04/23/2018 06:24:41,1
0,100,Module 1,04/29/2016 07:44:45,0
1,100,Module 1,09/22/2016 13:28:46,1
2,100,Module 1,01/13/2017 10:42:15,1
3,100,Module 1,03/15/2017 12:13:45,1
4,100,Module 2,04/29/2016 07:44:45,0
5,100,Module 2,09/22/2016 13:28:46,0
6,100,Module 2,01/13/2017 10:42:15,1
7,100,Module 2,03/15/2017 12:13:45,1
8,100,Module 3,04/29/2016 07:44:45,0
9,100,Module 3,09/22/2016 13:28:46,1
10,100,Module 3,01/13/2017 10:42:15,1
11,100,Module 3,03/15/2017 12:13:45,1
12,100,Module 4,04/29/2016 07:44:45,0
13,100,Module 4,09/22/2016 13:28:46,0
14,100,Module 4,01/13/2017 10:42:15,0
15,100,Module 4,03/15/2017 12:13:45,1
16,100,Module 5,04/29/2016 07:44:45,0
17,100,Module 5,09/22/2016 13:28:46,0
18,100,Module 5,01/13/2017 10:42:15,0
19,100,Module 5,03/15/2017 12:13:45,0
20,100,Module 6,04/29/2016 07:44:45,0
21,100,Module 6,09/22/2016 13:28:46,0
22,100,Module 6,01/13/2017 10:42:15,0
23,100,Module 6,03/15/2017 12:13:45,1
24,100,Module 7,04/29/2016 07:44:45,0
25,100,Module 7,09/22/2016 13:28:46,0
26,100,Module 7,01/13/2017 10:42:15,0
27,100,Module 7,03/15/2017 12:13:45,1
28,100,Module 8,04/29/2016 07:44:45,0
29,100,Module 8,09/22/2016 13:28:46,0
30,100,Module 8,01/13/2017 10:42:15,0
31,100,Module 8,03/15/2017 12:13:45,1
32,100,Module 9,04/29/2016 07:44:45,0
33,100,Module 9,09/22/2016 13:28:46,1
34,100,Module 9,01/13/2017 10:42:15,1
35,100,Module 9,03/15/2017 12:13:45,1
36,100,Module 10,04/29/2016 07:44:45,0
37,100,Module 10,09/22/2016 13:28:46,0
38,100,Module 10,01/13/2017 10:42:15,0
39,100,Module 10,03/15/2017 12:13:45,1
40,100,Module 11,04/29/2016 07:44:45,0
41,100,Module 11,09/22/2016 13:28:46,1
42,100,Module 11,01/13/2017 10:42:15,1
43,100,Module 11,03/15/2017 12:13:45,1
44,100,Module 12,04/29/2016 07:44:45,0
45,100,Module 12,09/22/2016 13:28:46,0
46,100,Module 12,01/13/2017 10:42:15,1
47,100,Module 12,03/15/2017 12:13:45,1
48,100,Module 13,04/29/2016 07:44:45,0
49,100,Module 13,09/22/2016 13:28:46,0
50,100,Module 13,01/13/2017 10:42:15,1
51,100,Module 13,03/15/2017 12:13:45,1
52,100,Module 14,04/29/2016 07:44:45,0
53,100,Module 14,09/22/2016 13:28:46,0
54,100,Module 14,01/13/2017 10:42:15,0
55,100,Module 14,03/15/2017 12:13:45,1
56,100,Module 15,04/29/2016 07:44:45,0
57,100,Module 15,09/22/2016 13:28:46,1
58,100,Module 15,01/13/2017 10:42:15,1
59,100,Module 15,03/15/2017 12:13:45,1
60,100,Module 16,04/29/2016 07:44:45,0
61,100,Module 16,09/22/2016 13:28:46,0
62,100,Module 16,01/13/2017 10:42:15,0
63,100,Module 16,03/15/2017 12:13:45,1
0,101,Module 1,10/10/2016 13:34:45,0
1,101,Module 1,02/16/2017 12:32:59,0
2,101,Module 1,09/25/2017 08:20:24,1
3,101,Module 1,02/13/2018 06:19:25,1
4,101,Module 2,10/10/2016 13:34:45,0
5,101,Module 2,02/16/2017 12:32:59,0
6,101,Module 2,09/25/2017 08:20:24,1
7,101,Module 2,02/13/2018 06:19:25,1
8,101,Module 3,10/10/2016 13:34:45,0
9,101,Module 3,02/16/2017 12:32:59,0
10,101,Module 3,09/25/2017 08:20:24,1
11,101,Module 3,02/13/2018 06:19:25,1
12,101,Module 4,10/10/2016 13:34:45,0
13,101,Module 4,02/16/2017 12:32:59,0
14,101,Module 4,09/25/2017 08:20:24,0
15,101,Module 4,02/13/2018 06:19:25,1
16,101,Module 5,10/10/2016 13:34:45,0
17,101,Module 5,02/16/2017 12:32:59,0
18,101,Module 5,09/25/2017 08:20:24,0
19,101,Module 5,02/13/2018 06:19:25,0
20,101,Module 6,10/10/2016 13:34:45,0
21,101,Module 6,02/16/2017 12:32:59,0
22,101,Module 6,09/25/2017 08:20:24,0
23,101,Module 6,02/13/2018 06:19:25,1
24,101,Module 7,10/10/2016 13:34:45,0
25,101,Module 7,02/16/2017 12:32:59,0
26,101,Module 7,09/25/2017 08:20:24,0
27,101,Module 7,02/13/2018 06:19:25,0
28,101,Module 8,10/10/2016 13:34:45,0
29,101,Module 8,02/16/2017 12:32:59,0
30,101,Module 8,09/25/2017 08:20:24,0
31,101,Module 8,02/13/2018 06:19:25,0
32,101,Module 9,10/10/2016 13:34:45,0
33,101,Module 9,02/16/2017 12:32:59,0
34,101,Module 9,09/25/2017 08:20:24,0
35,101,Module 9,02/13/2018 06:19:25,1
36,101,Module 10,10/10/2016 13:34:45,0
37,101,Module 10,02/16/2017 12:32:59,1
38,101,Module 10,09/25/2017 08:20:24,1
39,101,Module 10,02/13/2018 06:19:25,1
40,101,Module 11,10/10/2016 13:34:45,0
41,101,Module 11,02/16/2017 12:32:59,0
42,101,Module 11,09/25/2017 08:20:24,0
43,101,Module 11,02/13/2018 06:19:25,0
44,101,Module 12,10/10/2016 13:34:45,0
45,101,Module 12,02/16/2017 12:32:59,0
46,101,Module 12,09/25/2017 08:20:24,1
47,101,Module 12,02/13/2018 06:19:25,1
48,101,Module 13,10/10/2016 13:34:45,0
49,101,Module 13,02/16/2017 12:32:59,0
50,101,Module 13,09/25/2017 08:20:24,0
51,101,Module 13,02/13/2018 06:19:25,1
52,101,Module 14,10/10/2016 13:34:45,0
53,101,Module 14,02/16/2017 12:32:59,1
54,101,Module 14,09/25/2017 08:20:24,1
55,101,Module 14,02/13/2018 06:19:25,1
56,101,Module 15,10/10/2016 13:34:45,0
57,101,Module 15,02/16/2017 12:32:59,0
58,101,Module 15,09/25/2017 08:20:24,1
59,101,Module 15,02/13/2018 06:19:25,1
60,101,Module 16,10/10/2016 13:34:45,0
61,101,Module 16,02/16/2017 12:32:59,0
62,101,Module 16,09/25/2017 08:20:24,1
63,101,Module 16,02/13/2018 06:19:25,1
0,102,Module 1,12/06/2016 07:59:47,0
1,102,Module 1,02/17/2017 09:28:12,0
2,102,Module 1,10/10/2017 12:44:23,1
3,102,Module 2,12/06/2016 07:59:47,0
4,102,Module 2,02/17/2017 09:28:12,0
5,102,Module 2,10/10/2017 12:44:23,0
6,102,Module 3,12/06/2016 07:59:47,0
7,102,Module 3,02/17/2017 09:28:12,0
8,102,Module 3,10/10/2017 12:44:23,0
9,102,Module 4,12/06/2016 07:59:47,0
10,102,Module 4,02/17/2017 09:28:12,0
11,102,Module 4,10/10/2017 12:44:23,0
12,102,Module 5,12/06/2016 07:59:47,0
13,102,Module 5,02/17/2017 09:28:12,0
14,102,Module 5,10/10/2017 12:44:23,0
15,102,Module 6,12/06/2016 07:59:47,0
16,102,Module 6,02/17/2017 09:28:12,1
17,102,Module 6,10/10/2017 12:44:23,1
18,102,Module 7,12/06/2016 07:59:47,0
19,102,Module 7,02/17/2017 09:28:12,1
20,102,Module 7,10/10/2017 12:44:23,1
21,102,Module 8,12/06/2016 07:59:47,0
22,102,Module 8,02/17/2017 09:28:12,1
23,102,Module 8,10/10/2017 12:44:23,1
24,102,Module 9,12/06/2016 07:59:47,0
25,102,Module 9,02/17/2017 09:28:12,1
26,102,Module 9,10/10/2017 12:44:23,1
27,102,Module 10,12/06/2016 07:59:47,0
28,102,Module 10,02/17/2017 09:28:12,1
29,102,Module 10,10/10/2017 12:44:23,1
30,102,Module 11,12/06/2016 07:59:47,0
31,102,Module 11,02/17/2017 09:28:12,1
32,102,Module 11,10/10/2017 12:44:23,1
33,102,Module 12,12/06/2016 07:59:47,0
34,102,Module 12,02/17/2017 09:28:12,0
35,102,Module 12,10/10/2017 12:44:23,1
36,102,Module 13,12/06/2016 07:59:47,0
37,102,Module 13,02/17/2017 09:28:12,0
38,102,Module 13,10/10/2017 12:44:23,0
39,102,Module 14,12/06/2016 07:59:47,0
40,102,Module 14,02/17/2017 09:28:12,0
41,102,Module 14,10/10/2017 12:44:23,1
42,102,Module 15,12/06/2016 07:59:47,0
43,102,Module 15,02/17/2017 09:28:12,0
44,102,Module 15,10/10/2017 12:44:23,0
45,102,Module 16,12/06/2016 07:59:47,0
46,102,Module 16,02/17/2017 09:28:12,0
47,102,Module 16,10/10/2017 12:44:23,0
0,103,Module 1,12/22/2015 09:53:53,0
1,103,Module 1,09/14/2016 08:10:36,0
2,103,Module 1,11/16/2016 08:25:46,1
3,103,Module 2,12/22/2015 09:53:53,0
4,103,Module 2,09/14/2016 08:10:36,0
5,103,Module 2,11/16/2016 08:25:46,1
6,103,Module 3,12/22/2015 09:53:53,0
7,103,Module 3,09/14/2016 08:10:36,0
8,103,Module 3,11/16/2016 08:25:46,1
9,103,Module 4,12/22/2015 09:53:53,0
10,103,Module 4,09/14/2016 08:10:36,0
11,103,Module 4,11/16/2016 08:25:46,1
12,103,Module 5,12/22/2015 09:53:53,0
13,103,Module 5,09/14/2016 08:10:36,0
14,103,Module 5,11/16/2016 08:25:46,0
15,103,Module 6,12/22/2015 09:53:53,0
16,103,Module 6,09/14/2016 08:10:36,0
17,103,Module 6,11/16/2016 08:25:46,0
18,103,Module 7,12/22/2015 09:53:53,0
19,103,Module 7,09/14/2016 08:10:36,0
20,103,Module 7,11/16/2016 08:25:46,0
21,103,Module 8,12/22/2015 09:53:53,0
22,103,Module 8,09/14/2016 08:10:36,0
23,103,Module 8,11/16/2016 08:25:46,0
24,103,Module 9,12/22/2015 09:53:53,0
25,103,Module 9,09/14/2016 08:10:36,0
26,103,Module 9,11/16/2016 08:25:46,1
27,103,Module 10,12/22/2015 09:53:53,0
28,103,Module 10,09/14/2016 08:10:36,0
29,103,Module 10,11/16/2016 08:25:46,0
30,103,Module 11,12/22/2015 09:53:53,0
31,103,Module 11,09/14/2016 08:10:36,1
32,103,Module 11,11/16/2016 08:25:46,1
33,103,Module 12,12/22/2015 09:53:53,0
34,103,Module 12,09/14/2016 08:10:36,0
35,103,Module 12,11/16/2016 08:25:46,1
36,103,Module 13,12/22/2015 09:53:53,0
37,103,Module 13,09/14/2016 08:10:36,0
38,103,Module 13,11/16/2016 08:25:46,0
39,103,Module 14,12/22/2015 09:53:53,0
40,103,Module 14,09/14/2016 08:10:36,1
41,103,Module 14,11/16/2016 08:25:46,1
42,103,Module 15,12/22/2015 09:53:53,0
43,103,Module 15,09/14/2016 08:10:36,0
44,103,Module 15,11/16/2016 08:25:46,1
45,103,Module 16,12/22/2015 09:53:53,0
46,103,Module 16,09/14/2016 08:10:36,0
47,103,Module 16,11/16/2016 08:25:46,1
0,104,Module 1,09/13/2016 13:37:45,0
1,104,Module 1,12/27/2016 09:48:33,1
2,104,Module 1,11/27/2017 08:02:21,1
3,104,Module 1,11/27/2017 08:54:04,1
4,104,Module 1,01/07/2019 12:14:33,1
5,104,Module 1,01/09/2019 08:14:41,1
6,104,Module 2,09/13/2016 13:37:45,0
7,104,Module 2,12/27/2016 09:48:33,0
8,104,Module 2,11/27/2017 08:02:21,1
9,104,Module 2,11/27/2017 08:54:04,1
10,104,Module 2,01/07/2019 12:14:33,1
11,104,Module 2,01/09/2019 08:14:41,1
12,104,Module 3,09/13/2016 13:37:45,0
13,104,Module 3,12/27/2016 09:48:33,0
14,104,Module 3,11/27/2017 08:02:21,1
15,104,Module 3,11/27/2017 08:54:04,1
16,104,Module 3,01/07/2019 12:14:33,1
17,104,Module 3,01/09/2019 08:14:41,1
18,104,Module 4,09/13/2016 13:37:45,0
19,104,Module 4,12/27/2016 09:48:33,0
20,104,Module 4,11/27/2017 08:02:21,0
21,104,Module 4,11/27/2017 08:54:04,1
22,104,Module 4,01/07/2019 12:14:33,1
23,104,Module 4,01/09/2019 08:14:41,1
24,104,Module 5,09/13/2016 13:37:45,0
25,104,Module 5,12/27/2016 09:48:33,1
26,104,Module 5,11/27/2017 08:02:21,1
27,104,Module 5,11/27/2017 08:54:04,1
28,104,Module 5,01/07/2019 12:14:33,1
29,104,Module 5,01/09/2019 08:14:41,1
30,104,Module 6,09/13/2016 13:37:45,0
31,104,Module 6,12/27/2016 09:48:33,1
32,104,Module 6,11/27/2017 08:02:21,1
33,104,Module 6,11/27/2017 08:54:04,1
34,104,Module 6,01/07/2019 12:14:33,1
35,104,Module 6,01/09/2019 08:14:41,1
36,104,Module 7,09/13/2016 13:37:45,0
37,104,Module 7,12/27/2016 09:48:33,0
38,104,Module 7,11/27/2017 08:02:21,0
39,104,Module 7,11/27/2017 08:54:04,0
40,104,Module 7,01/07/2019 12:14:33,0
41,104,Module 7,01/09/2019 08:14:41,1
42,104,Module 8,09/13/2016 13:37:45,0
43,104,Module 8,12/27/2016 09:48:33,0
44,104,Module 8,11/27/2017 08:02:21,0
45,104,Module 8,11/27/2017 08:54:04,0
46,104,Module 8,01/07/2019 12:14:33,0
47,104,Module 8,01/09/2019 08:14:41,1
48,104,Module 9,09/13/2016 13:37:45,0
49,104,Module 9,12/27/2016 09:48:33,0
50,104,Module 9,11/27/2017 08:02:21,1
51,104,Module 9,11/27/2017 08:54:04,1
52,104,Module 9,01/07/2019 12:14:33,1
53,104,Module 9,01/09/2019 08:14:41,1
54,104,Module 10,09/13/2016 13:37:45,0
55,104,Module 10,12/27/2016 09:48:33,0
56,104,Module 10,11/27/2017 08:02:21,0
57,104,Module 10,11/27/2017 08:54:04,1
58,104,Module 10,01/07/2019 12:14:33,1
59,104,Module 10,01/09/2019 08:14:41,1
60,104,Module 11,09/13/2016 13:37:45,0
61,104,Module 11,12/27/2016 09:48:33,0
62,104,Module 11,11/27/2017 08:02:21,1
63,104,Module 11,11/27/2017 08:54:04,1
64,104,Module 11,01/07/2019 12:14:33,1
65,104,Module 11,01/09/2019 08:14:41,1
66,104,Module 12,09/13/2016 13:37:45,0
67,104,Module 12,12/27/2016 09:48:33,0
68,104,Module 12,11/27/2017 08:02:21,1
69,104,Module 12,11/27/2017 08:54:04,1
70,104,Module 12,01/07/2019 12:14:33,1
71,104,Module 12,01/09/2019 08:14:41,1
72,104,Module 13,09/13/2016 13:37:45,0
73,104,Module 13,12/27/2016 09:48:33,0
74,104,Module 13,11/27/2017 08:02:21,0
75,104,Module 13,11/27/2017 08:54:04,1
76,104,Module 13,01/07/2019 12:14:33,1
77,104,Module 13,01/09/2019 08:14:41,1
78,104,Module 14,09/13/2016 13:37:45,0
79,104,Module 14,12/27/2016 09:48:33,0
80,104,Module 14,11/27/2017 08:02:21,1
81,104,Module 14,11/27/2017 08:54:04,1
82,104,Module 14,01/07/2019 12:14:33,1
83,104,Module 14,01/09/2019 08:14:41,1
84,104,Module 15,09/13/2016 13:37:45,0
85,104,Module 15,12/27/2016 09:48:33,0
86,104,Module 15,11/27/2017 08:02:21,0
87,104,Module 15,11/27/2017 08:54:04,0
88,104,Module 15,01/07/2019 12:14:33,0
89,104,Module 15,01/09/2019 08:14:41,1
90,104,Module 16,09/13/2016 13:37:45,0
91,104,Module 16,12/27/2016 09:48:33,1
92,104,Module 16,11/27/2017 08:02:21,1
93,104,Module 16,11/27/2017 08:54:04,1
94,104,Module 16,01/07/2019 12:14:33,1
95,104,Module 16,01/09/2019 08:14:41,1
0,105,Module 1,12/06/2016 06:30:06,0
1,105,Module 1,12/28/2016 09:51:55,0
2,105,Module 1,05/16/2017 06:10:26,0
3,105,Module 1,06/13/2018 08:30:45,1
4,105,Module 2,12/06/2016 06:30:06,0
5,105,Module 2,12/28/2016 09:51:55,0
6,105,Module 2,05/16/2017 06:10:26,0
7,105,Module 2,06/13/2018 08:30:45,0
8,105,Module 3,12/06/2016 06:30:06,0
9,105,Module 3,12/28/2016 09:51:55,0
10,105,Module 3,05/16/2017 06:10:26,0
11,105,Module 3,06/13/2018 08:30:45,0
12,105,Module 4,12/06/2016 06:30:06,0
13,105,Module 4,12/28/2016 09:51:55,1
14,105,Module 4,05/16/2017 06:10:26,1
15,105,Module 4,06/13/2018 08:30:45,1
16,105,Module 5,12/06/2016 06:30:06,0
17,105,Module 5,12/28/2016 09:51:55,1
18,105,Module 5,05/16/2017 06:10:26,1
19,105,Module 5,06/13/2018 08:30:45,1
20,105,Module 6,12/06/2016 06:30:06,0
21,105,Module 6,12/28/2016 09:51:55,1
22,105,Module 6,05/16/2017 06:10:26,1
23,105,Module 6,06/13/2018 08:30:45,1
24,105,Module 7,12/06/2016 06:30:06,0
25,105,Module 7,12/28/2016 09:51:55,0
26,105,Module 7,05/16/2017 06:10:26,0
27,105,Module 7,06/13/2018 08:30:45,1
28,105,Module 8,12/06/2016 06:30:06,0
29,105,Module 8,12/28/2016 09:51:55,1
30,105,Module 8,05/16/2017 06:10:26,1
31,105,Module 8,06/13/2018 08:30:45,1
32,105,Module 9,12/06/2016 06:30:06,0
33,105,Module 9,12/28/2016 09:51:55,0
34,105,Module 9,05/16/2017 06:10:26,1
35,105,Module 9,06/13/2018 08:30:45,1
36,105,Module 10,12/06/2016 06:30:06,0
37,105,Module 10,12/28/2016 09:51:55,1
38,105,Module 10,05/16/2017 06:10:26,1
39,105,Module 10,06/13/2018 08:30:45,1
40,105,Module 11,12/06/2016 06:30:06,0
41,105,Module 11,12/28/2016 09:51:55,0
42,105,Module 11,05/16/2017 06:10:26,0
43,105,Module 11,06/13/2018 08:30:45,0
44,105,Module 12,12/06/2016 06:30:06,0
45,105,Module 12,12/28/2016 09:51:55,0
46,105,Module 12,05/16/2017 06:10:26,0
47,105,Module 12,06/13/2018 08:30:45,0
48,105,Module 13,12/06/2016 06:30:06,0
49,105,Module 13,12/28/2016 09:51:55,0
50,105,Module 13,05/16/2017 06:10:26,0
51,105,Module 13,06/13/2018 08:30:45,1
52,105,Module 14,12/06/2016 06:30:06,0
53,105,Module 14,12/28/2016 09:51:55,0
54,105,Module 14,05/16/2017 06:10:26,0
55,105,Module 14,06/13/2018 08:30:45,0
56,105,Module 15,12/06/2016 06:30:06,0
57,105,Module 15,12/28/2016 09:51:55,0
58,105,Module 15,05/16/2017 06:10:26,0
59,105,Module 15,06/13/2018 08:30:45,1
60,105,Module 16,12/06/2016 06:30:06,0
61,105,Module 16,12/28/2016 09:51:55,0
62,105,Module 16,05/16/2017 06:10:26,0
63,105,Module 16,06/13/2018 08:30:45,0
0,106,Module 1,07/15/2016 06:10:05,0
1,106,Module 1,07/26/2017 12:01:35,0
2,106,Module 1,07/26/2017 12:10:50,0
3,106,Module 1,07/26/2017 12:16:04,0
4,106,Module 1,07/26/2017 12:26:38,0
5,106,Module 1,12/19/2017 06:14:15,0
6,106,Module 1,01/04/2018 10:44:10,0
7,106,Module 1,01/05/2018 06:41:41,0
8,106,Module 2,07/15/2016 06:10:05,0
9,106,Module 2,07/26/2017 12:01:35,0
10,106,Module 2,07/26/2017 12:10:50,0
11,106,Module 2,07/26/2017 12:16:04,0
12,106,Module 2,07/26/2017 12:26:38,0
13,106,Module 2,12/19/2017 06:14:15,1
14,106,Module 2,01/04/2018 10:44:10,1
15,106,Module 2,01/05/2018 06:41:41,1
16,106,Module 3,07/15/2016 06:10:05,0
17,106,Module 3,07/26/2017 12:01:35,0
18,106,Module 3,07/26/2017 12:10:50,0
19,106,Module 3,07/26/2017 12:16:04,0
20,106,Module 3,07/26/2017 12:26:38,0
21,106,Module 3,12/19/2017 06:14:15,1
