,
ESS BMS and Battery Module Profile Data
,
Data retrieved: 11/12/2018 @ 11:56:13
,
BMS Software AS version:,0x0206BA42
BMS Software AS checksum:,0x03EC9675
BMS Software OS version:,0x0206BB42
BMS Software OS checksum:,0xDF1C5EF9
,
,
Mfg Data:,0x33,0x36,0x34,0x41,0x31,0x35,0x38,0x33,0x47,0x31,0x30,0x30,0x2D,0x31,0x34,0x48,0x30,0x32,0x33,0x31,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,,
,
Mfg Data (ASCII): 364A1583G100-14H0231............
,
,
<Battery Current (A)>
,
,< -350.0,-350.0,-340.0,-330.0,-320.0,-310.0,-300.0,-290.0,-280.0,-270.0,-260.0,-250.0,-240.0,-230.0,-220.0,-210.0,-200.0,-190.0,-180.0,-170.0,-160.0,-150.0,-140.0,-130.0,-120.0,-110.0,-100.0,-90.0,-80.0,-70.0,-60.0,-50.0,-40.0,-30.0,-20.0,-10.0,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,190.0,200.0,210.0,220.0,230.0,240.0,250.0,260.0,270.0,280.0,290.0,300.0,310.0,320.0,330.0,340.0,>= 350.0,,TOTAL
 ,0,0,0,0,0,1,2,17,187,1777,16231,52044,82155,98325,115450,133035,158013,208229,248444,232539,236297,259425,288602,323871,369749,441713,571594,766787,853277,776242,756361,804975,911444,1177329,1875471,13506373,10780245,3291280,1282133,954248,802315,710734,645153,623567,602637,561977,519398,467834,418692,375964,347333,430506,321596,156084,126066,117001,112750,110434,114474,122853,108955,57671,12025,932,46,8,4,0,0,0,0,0,,49440874
<Battery Voltage (V)>
,
,< 450.0,450.0,460.0,470.0,480.0,490.0,500.0,510.0,520.0,530.0,540.0,550.0,560.0,570.0,580.0,590.0,600.0,610.0,620.0,630.0,640.0,650.0,660.0,670.0,680.0,690.0,700.0,710.0,720.0,730.0,740.0,>= 750.0,,TOTAL
 ,36,0,1,69,15,30,93,606,11154,42999,82865,206562,414987,747804,1173016,1630288,2042794,2832384,11346370,18440974,4067246,1784519,1506466,1293710,1057769,520309,204544,32940,323,1,0,0,,49440874
<Power (kW)>
,
,< -200.0,-200.0,-190.0,-180.0,-170.0,-160.0,-150.0,-140.0,-130.0,-120.0,-110.0,-100.0,-90.0,-80.0,-70.0,-60.0,-50.0,-40.0,-30.0,-20.0,-10.0,0.0,10.0,20.0,30.0,40.0,50.0,60.0,70.0,80.0,90.0,100.0,110.0,120.0,130.0,140.0,150.0,160.0,170.0,180.0,190.0,>= 200.0,,TOTAL
 ,0,0,0,0,4,338,14392,109570,202838,261368,380270,461453,472348,565152,708362,1038118,1463288,1301282,1390492,1955695,13656772,14727146,2101399,1340342,1073937,928226,881153,785934,683712,584002,503434,597153,308119,178493,160809,155037,160416,171242,101809,16201,552,16,,49440874
<A2D Error profile data>
,
,CURRENT,VOLTAGE,POWER,,TOTAL
,0,0,0,,0
,
,
MODULE 1
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 2
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 3
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 4
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 5
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 6
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 7
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 8
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 9
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 10
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 11
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 12
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 13
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 14
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 15
,
**** MODULE NOT CONFIGURED IN IDS ****
,
,
,
MODULE 16
,
**** MODULE NOT CONFIGURED IN IDS ****
,
